,Dataset,level,iteration,Method,Parameters,match_ratio,overclassification_ratio,underclassification_ratio,misclassification_ratio,mismatch_level_list
172,B1-REF,1,2,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.0,0.0,1.0,"[7, 0, 0, 0, 0, 0, 0, 0]"
173,B1-REF,1,2,sortmerna,1.0:0.9:3:0.8:1.0,0.0,0.0,0.0,1.0,"[7, 0, 0, 0, 0, 0, 0, 0]"
174,B1-REF,1,2,sortmerna,1.0:0.9:3:0.9:1.0,0.0,0.0,0.0,1.0,"[7, 0, 0, 0, 0, 0, 0, 0]"
175,B1-REF,1,2,sortmerna,1.0:0.9:5:0.8:1.0,0.0,0.0,0.0,1.0,"[7, 0, 0, 0, 0, 0, 0, 0]"
176,B1-REF,1,2,sortmerna,1.0:0.9:5:0.9:1.0,0.0,0.0,0.0,1.0,"[7, 0, 0, 0, 0, 0, 0, 0]"
177,B1-REF,1,2,uclust,0.51:0.8:1,0.0,0.2857142857142857,0.0,0.7142857142857143,"[5, 2, 0, 0, 0, 0, 0, 0]"
178,B1-REF,1,2,uclust,0.51:0.8:3,0.0,0.2857142857142857,0.0,0.7142857142857143,"[5, 2, 0, 0, 0, 0, 0, 0]"
179,B1-REF,1,2,uclust,0.51:0.8:5,0.0,0.2857142857142857,0.0,0.7142857142857143,"[5, 2, 0, 0, 0, 0, 0, 0]"
180,B1-REF,1,2,uclust,0.51:0.9:1,0.0,0.0,0.0,1.0,"[7, 0, 0, 0, 0, 0, 0, 0]"
181,B1-REF,1,2,uclust,0.51:0.9:3,0.0,0.0,0.0,1.0,"[7, 0, 0, 0, 0, 0, 0, 0]"
182,B1-REF,1,2,uclust,0.51:0.9:5,0.0,0.0,0.0,1.0,"[7, 0, 0, 0, 0, 0, 0, 0]"
183,B1-REF,1,2,uclust,0.76:0.8:1,0.0,0.2857142857142857,0.0,0.7142857142857143,"[5, 2, 0, 0, 0, 0, 0, 0]"
184,B1-REF,1,2,uclust,0.76:0.8:3,0.0,0.2857142857142857,0.0,0.7142857142857143,"[5, 2, 0, 0, 0, 0, 0, 0]"
185,B1-REF,1,2,uclust,0.76:0.8:5,0.0,0.2857142857142857,0.0,0.7142857142857143,"[5, 2, 0, 0, 0, 0, 0, 0]"
186,B1-REF,1,2,uclust,0.76:0.9:1,0.0,0.0,0.0,1.0,"[7, 0, 0, 0, 0, 0, 0, 0]"
187,B1-REF,1,2,uclust,0.76:0.9:3,0.0,0.0,0.0,1.0,"[7, 0, 0, 0, 0, 0, 0, 0]"
188,B1-REF,1,2,uclust,0.76:0.9:5,0.0,0.0,0.0,1.0,"[7, 0, 0, 0, 0, 0, 0, 0]"
189,B1-REF,1,2,uclust,1.0:0.8:1,0.0,0.2857142857142857,0.0,0.7142857142857143,"[5, 2, 0, 0, 0, 0, 0, 0]"
190,B1-REF,1,2,uclust,1.0:0.8:3,0.0,0.2857142857142857,0.0,0.7142857142857143,"[5, 2, 0, 0, 0, 0, 0, 0]"
191,B1-REF,1,2,uclust,1.0:0.8:5,0.0,0.2857142857142857,0.0,0.7142857142857143,"[5, 2, 0, 0, 0, 0, 0, 0]"
192,B1-REF,1,2,uclust,1.0:0.9:1,0.0,0.0,0.0,1.0,"[7, 0, 0, 0, 0, 0, 0, 0]"
193,B1-REF,1,2,uclust,1.0:0.9:3,0.0,0.0,0.0,1.0,"[7, 0, 0, 0, 0, 0, 0, 0]"
194,B1-REF,1,2,uclust,1.0:0.9:5,0.0,0.0,0.0,1.0,"[7, 0, 0, 0, 0, 0, 0, 0]"
195,B1-REF,2,0,rdp,0.0,0.0,0.8,0.0,0.2,"[0, 3, 12, 0, 0, 0, 0, 0]"
196,B1-REF,2,0,rdp,0.1,0.0,0.8,0.06666666666666667,0.13333333333333333,"[0, 3, 12, 0, 0, 0, 0, 0]"
197,B1-REF,2,0,rdp,0.2,0.0,0.8,0.06666666666666667,0.13333333333333333,"[0, 3, 12, 0, 0, 0, 0, 0]"
198,B1-REF,2,0,rdp,0.3,0.06666666666666667,0.7333333333333333,0.06666666666666667,0.13333333333333333,"[0, 3, 12, 0, 0, 0, 0, 0]"
199,B1-REF,2,0,rdp,0.4,0.13333333333333333,0.6,0.26666666666666666,0.0,"[0, 4, 11, 0, 0, 0, 0, 0]"
200,B1-REF,2,0,rdp,0.5,0.2,0.4666666666666667,0.3333333333333333,0.0,"[0, 5, 10, 0, 0, 0, 0, 0]"
201,B1-REF,2,0,rdp,0.6,0.3333333333333333,0.26666666666666666,0.4,0.0,"[0, 6, 9, 0, 0, 0, 0, 0]"
202,B1-REF,2,0,rdp,0.7,0.3333333333333333,0.2,0.4666666666666667,0.0,"[0, 7, 8, 0, 0, 0, 0, 0]"
203,B1-REF,2,0,rdp,0.8,0.2,0.2,0.6,0.0,"[0, 9, 6, 0, 0, 0, 0, 0]"
204,B1-REF,2,0,rdp,0.9,0.2,0.06666666666666667,0.7333333333333333,0.0,"[0, 11, 4, 0, 0, 0, 0, 0]"
205,B1-REF,2,0,rdp,1.0,0.06666666666666667,0.0,0.6666666666666666,0.26666666666666666,"[4, 10, 1, 0, 0, 0, 0, 0]"
206,B1-REF,2,0,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.6,0.0,0.4,"[3, 3, 9, 0, 0, 0, 0, 0]"
207,B1-REF,2,0,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.6,0.0,0.4,"[3, 3, 9, 0, 0, 0, 0, 0]"
208,B1-REF,2,0,sortmerna,0.51:0.8:3:0.8:1.0,0.0,0.6,0.0,0.4,"[3, 3, 9, 0, 0, 0, 0, 0]"
209,B1-REF,2,0,sortmerna,0.51:0.8:3:0.9:1.0,0.0,0.6,0.0,0.4,"[3, 3, 9, 0, 0, 0, 0, 0]"
210,B1-REF,2,0,sortmerna,0.51:0.8:5:0.8:1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,"[3, 2, 10, 0, 0, 0, 0, 0]"
211,B1-REF,2,0,sortmerna,0.51:0.8:5:0.9:1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,"[3, 2, 10, 0, 0, 0, 0, 0]"
212,B1-REF,2,0,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
213,B1-REF,2,0,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
214,B1-REF,2,0,sortmerna,0.51:0.9:3:0.8:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
215,B1-REF,2,0,sortmerna,0.51:0.9:3:0.9:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
216,B1-REF,2,0,sortmerna,0.51:0.9:5:0.8:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
217,B1-REF,2,0,sortmerna,0.51:0.9:5:0.9:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
218,B1-REF,2,0,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.6,0.0,0.4,"[3, 3, 9, 0, 0, 0, 0, 0]"
219,B1-REF,2,0,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.6,0.0,0.4,"[3, 3, 9, 0, 0, 0, 0, 0]"
220,B1-REF,2,0,sortmerna,0.76:0.8:3:0.8:1.0,0.0,0.6,0.06666666666666667,0.3333333333333333,"[3, 3, 9, 0, 0, 0, 0, 0]"
221,B1-REF,2,0,sortmerna,0.76:0.8:3:0.9:1.0,0.0,0.6,0.06666666666666667,0.3333333333333333,"[3, 3, 9, 0, 0, 0, 0, 0]"
222,B1-REF,2,0,sortmerna,0.76:0.8:5:0.8:1.0,0.0,0.5333333333333333,0.13333333333333333,0.3333333333333333,"[3, 4, 8, 0, 0, 0, 0, 0]"
223,B1-REF,2,0,sortmerna,0.76:0.8:5:0.9:1.0,0.0,0.5333333333333333,0.13333333333333333,0.3333333333333333,"[3, 4, 8, 0, 0, 0, 0, 0]"
224,B1-REF,2,0,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
225,B1-REF,2,0,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
226,B1-REF,2,0,sortmerna,0.76:0.9:3:0.8:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
227,B1-REF,2,0,sortmerna,0.76:0.9:3:0.9:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
228,B1-REF,2,0,sortmerna,0.76:0.9:5:0.8:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
229,B1-REF,2,0,sortmerna,0.76:0.9:5:0.9:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
230,B1-REF,2,0,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.6,0.0,0.4,"[3, 3, 9, 0, 0, 0, 0, 0]"
231,B1-REF,2,0,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.6,0.0,0.4,"[3, 3, 9, 0, 0, 0, 0, 0]"
232,B1-REF,2,0,sortmerna,1.0:0.8:3:0.8:1.0,0.0,0.6,0.06666666666666667,0.3333333333333333,"[3, 3, 9, 0, 0, 0, 0, 0]"
233,B1-REF,2,0,sortmerna,1.0:0.8:3:0.9:1.0,0.0,0.6,0.06666666666666667,0.3333333333333333,"[3, 3, 9, 0, 0, 0, 0, 0]"
234,B1-REF,2,0,sortmerna,1.0:0.8:5:0.8:1.0,0.0,0.5333333333333333,0.13333333333333333,0.3333333333333333,"[3, 4, 8, 0, 0, 0, 0, 0]"
235,B1-REF,2,0,sortmerna,1.0:0.8:5:0.9:1.0,0.0,0.5333333333333333,0.13333333333333333,0.3333333333333333,"[3, 4, 8, 0, 0, 0, 0, 0]"
236,B1-REF,2,0,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
237,B1-REF,2,0,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
238,B1-REF,2,0,sortmerna,1.0:0.9:3:0.8:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
239,B1-REF,2,0,sortmerna,1.0:0.9:3:0.9:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
240,B1-REF,2,0,sortmerna,1.0:0.9:5:0.8:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
241,B1-REF,2,0,sortmerna,1.0:0.9:5:0.9:1.0,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
242,B1-REF,2,0,uclust,0.51:0.8:1,0.0,0.6666666666666666,0.0,0.3333333333333333,"[4, 1, 10, 0, 0, 0, 0, 0]"
243,B1-REF,2,0,uclust,0.51:0.8:3,0.0,0.7333333333333333,0.0,0.26666666666666666,"[4, 0, 11, 0, 0, 0, 0, 0]"
244,B1-REF,2,0,uclust,0.51:0.8:5,0.0,0.7333333333333333,0.0,0.26666666666666666,"[4, 0, 11, 0, 0, 0, 0, 0]"
245,B1-REF,2,0,uclust,0.51:0.9:1,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
246,B1-REF,2,0,uclust,0.51:0.9:3,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
247,B1-REF,2,0,uclust,0.51:0.9:5,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
248,B1-REF,2,0,uclust,0.76:0.8:1,0.0,0.6666666666666666,0.0,0.3333333333333333,"[4, 1, 10, 0, 0, 0, 0, 0]"
249,B1-REF,2,0,uclust,0.76:0.8:3,0.06666666666666667,0.6,0.06666666666666667,0.26666666666666666,"[4, 1, 10, 0, 0, 0, 0, 0]"
250,B1-REF,2,0,uclust,0.76:0.8:5,0.06666666666666667,0.6,0.06666666666666667,0.26666666666666666,"[4, 1, 10, 0, 0, 0, 0, 0]"
251,B1-REF,2,0,uclust,0.76:0.9:1,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
252,B1-REF,2,0,uclust,0.76:0.9:3,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
253,B1-REF,2,0,uclust,0.76:0.9:5,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
254,B1-REF,2,0,uclust,1.0:0.8:1,0.0,0.6666666666666666,0.0,0.3333333333333333,"[4, 1, 10, 0, 0, 0, 0, 0]"
255,B1-REF,2,0,uclust,1.0:0.8:3,0.06666666666666667,0.6,0.06666666666666667,0.26666666666666666,"[4, 1, 10, 0, 0, 0, 0, 0]"
256,B1-REF,2,0,uclust,1.0:0.8:5,0.13333333333333333,0.4,0.2,0.26666666666666666,"[4, 3, 8, 0, 0, 0, 0, 0]"
257,B1-REF,2,0,uclust,1.0:0.9:1,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
258,B1-REF,2,0,uclust,1.0:0.9:3,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
259,B1-REF,2,0,uclust,1.0:0.9:5,0.0,0.06666666666666667,0.0,0.9333333333333333,"[14, 0, 1, 0, 0, 0, 0, 0]"
260,B1-REF,2,1,rdp,0.0,0.0,0.6153846153846154,0.0,0.38461538461538464,"[0, 5, 8, 0, 0, 0, 0, 0]"
261,B1-REF,2,1,rdp,0.1,0.0,0.6153846153846154,0.0,0.38461538461538464,"[0, 5, 8, 0, 0, 0, 0, 0]"
262,B1-REF,2,1,rdp,0.2,0.0,0.6153846153846154,0.0,0.38461538461538464,"[0, 5, 8, 0, 0, 0, 0, 0]"
263,B1-REF,2,1,rdp,0.3,0.0,0.6153846153846154,0.15384615384615385,0.23076923076923078,"[0, 5, 8, 0, 0, 0, 0, 0]"
264,B1-REF,2,1,rdp,0.4,0.07692307692307693,0.46153846153846156,0.38461538461538464,0.07692307692307693,"[0, 6, 7, 0, 0, 0, 0, 0]"
265,B1-REF,2,1,rdp,0.5,0.15384615384615385,0.38461538461538464,0.38461538461538464,0.07692307692307693,"[0, 6, 7, 0, 0, 0, 0, 0]"
266,B1-REF,2,1,rdp,0.6,0.38461538461538464,0.15384615384615385,0.46153846153846156,0.0,"[0, 6, 7, 0, 0, 0, 0, 0]"
267,B1-REF,2,1,rdp,0.7,0.3076923076923077,0.15384615384615385,0.5384615384615384,0.0,"[0, 7, 6, 0, 0, 0, 0, 0]"
268,B1-REF,2,1,rdp,0.8,0.38461538461538464,0.0,0.6153846153846154,0.0,"[0, 8, 5, 0, 0, 0, 0, 0]"
269,B1-REF,2,1,rdp,0.9,0.3076923076923077,0.0,0.6923076923076923,0.0,"[0, 9, 4, 0, 0, 0, 0, 0]"
270,B1-REF,2,1,rdp,1.0,0.07692307692307693,0.0,0.6153846153846154,0.3076923076923077,"[4, 8, 1, 0, 0, 0, 0, 0]"
271,B1-REF,2,1,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.6153846153846154,0.0,0.38461538461538464,"[0, 5, 8, 0, 0, 0, 0, 0]"
272,B1-REF,2,1,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.6153846153846154,0.0,0.38461538461538464,"[0, 5, 8, 0, 0, 0, 0, 0]"
273,B1-REF,2,1,sortmerna,0.51:0.8:3:0.8:1.0,0.0,0.6923076923076923,0.0,0.3076923076923077,"[0, 4, 9, 0, 0, 0, 0, 0]"
274,B1-REF,2,1,sortmerna,0.51:0.8:3:0.9:1.0,0.0,0.6923076923076923,0.0,0.3076923076923077,"[0, 4, 9, 0, 0, 0, 0, 0]"
275,B1-REF,2,1,sortmerna,0.51:0.8:5:0.8:1.0,0.0,0.6153846153846154,0.0,0.38461538461538464,"[0, 5, 8, 0, 0, 0, 0, 0]"
276,B1-REF,2,1,sortmerna,0.51:0.8:5:0.9:1.0,0.0,0.6153846153846154,0.0,0.38461538461538464,"[0, 5, 8, 0, 0, 0, 0, 0]"
277,B1-REF,2,1,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
278,B1-REF,2,1,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
279,B1-REF,2,1,sortmerna,0.51:0.9:3:0.8:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
280,B1-REF,2,1,sortmerna,0.51:0.9:3:0.9:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
281,B1-REF,2,1,sortmerna,0.51:0.9:5:0.8:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
282,B1-REF,2,1,sortmerna,0.51:0.9:5:0.9:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
283,B1-REF,2,1,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.6153846153846154,0.0,0.38461538461538464,"[0, 5, 8, 0, 0, 0, 0, 0]"
284,B1-REF,2,1,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.6153846153846154,0.0,0.38461538461538464,"[0, 5, 8, 0, 0, 0, 0, 0]"
285,B1-REF,2,1,sortmerna,0.76:0.8:3:0.8:1.0,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.23076923076923078,"[0, 5, 8, 0, 0, 0, 0, 0]"
286,B1-REF,2,1,sortmerna,0.76:0.8:3:0.9:1.0,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.23076923076923078,"[0, 5, 8, 0, 0, 0, 0, 0]"
287,B1-REF,2,1,sortmerna,0.76:0.8:5:0.8:1.0,0.07692307692307693,0.5384615384615384,0.07692307692307693,0.3076923076923077,"[0, 5, 8, 0, 0, 0, 0, 0]"
288,B1-REF,2,1,sortmerna,0.76:0.8:5:0.9:1.0,0.07692307692307693,0.5384615384615384,0.07692307692307693,0.3076923076923077,"[0, 5, 8, 0, 0, 0, 0, 0]"
289,B1-REF,2,1,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
290,B1-REF,2,1,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
291,B1-REF,2,1,sortmerna,0.76:0.9:3:0.8:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
292,B1-REF,2,1,sortmerna,0.76:0.9:3:0.9:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
293,B1-REF,2,1,sortmerna,0.76:0.9:5:0.8:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
294,B1-REF,2,1,sortmerna,0.76:0.9:5:0.9:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
295,B1-REF,2,1,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.6153846153846154,0.0,0.38461538461538464,"[0, 5, 8, 0, 0, 0, 0, 0]"
296,B1-REF,2,1,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.6153846153846154,0.0,0.38461538461538464,"[0, 5, 8, 0, 0, 0, 0, 0]"
297,B1-REF,2,1,sortmerna,1.0:0.8:3:0.8:1.0,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.23076923076923078,"[0, 5, 8, 0, 0, 0, 0, 0]"
298,B1-REF,2,1,sortmerna,1.0:0.8:3:0.9:1.0,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.23076923076923078,"[0, 5, 8, 0, 0, 0, 0, 0]"
299,B1-REF,2,1,sortmerna,1.0:0.8:5:0.8:1.0,0.15384615384615385,0.38461538461538464,0.3076923076923077,0.15384615384615385,"[0, 6, 7, 0, 0, 0, 0, 0]"
300,B1-REF,2,1,sortmerna,1.0:0.8:5:0.9:1.0,0.15384615384615385,0.38461538461538464,0.3076923076923077,0.15384615384615385,"[0, 6, 7, 0, 0, 0, 0, 0]"
301,B1-REF,2,1,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
302,B1-REF,2,1,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
303,B1-REF,2,1,sortmerna,1.0:0.9:3:0.8:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
304,B1-REF,2,1,sortmerna,1.0:0.9:3:0.9:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
305,B1-REF,2,1,sortmerna,1.0:0.9:5:0.8:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
306,B1-REF,2,1,sortmerna,1.0:0.9:5:0.9:1.0,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
307,B1-REF,2,1,uclust,0.51:0.8:1,0.0,0.6153846153846154,0.0,0.38461538461538464,"[2, 3, 8, 0, 0, 0, 0, 0]"
308,B1-REF,2,1,uclust,0.51:0.8:3,0.0,0.6153846153846154,0.0,0.38461538461538464,"[2, 3, 8, 0, 0, 0, 0, 0]"
309,B1-REF,2,1,uclust,0.51:0.8:5,0.0,0.6153846153846154,0.0,0.38461538461538464,"[2, 3, 8, 0, 0, 0, 0, 0]"
310,B1-REF,2,1,uclust,0.51:0.9:1,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
311,B1-REF,2,1,uclust,0.51:0.9:3,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
312,B1-REF,2,1,uclust,0.51:0.9:5,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
313,B1-REF,2,1,uclust,0.76:0.8:1,0.0,0.6153846153846154,0.0,0.38461538461538464,"[2, 3, 8, 0, 0, 0, 0, 0]"
314,B1-REF,2,1,uclust,0.76:0.8:3,0.07692307692307693,0.5384615384615384,0.15384615384615385,0.23076923076923078,"[2, 3, 8, 0, 0, 0, 0, 0]"
315,B1-REF,2,1,uclust,0.76:0.8:5,0.07692307692307693,0.5384615384615384,0.15384615384615385,0.23076923076923078,"[2, 3, 8, 0, 0, 0, 0, 0]"
316,B1-REF,2,1,uclust,0.76:0.9:1,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
317,B1-REF,2,1,uclust,0.76:0.9:3,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
318,B1-REF,2,1,uclust,0.76:0.9:5,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
319,B1-REF,2,1,uclust,1.0:0.8:1,0.0,0.6153846153846154,0.0,0.38461538461538464,"[2, 3, 8, 0, 0, 0, 0, 0]"
320,B1-REF,2,1,uclust,1.0:0.8:3,0.07692307692307693,0.5384615384615384,0.15384615384615385,0.23076923076923078,"[2, 3, 8, 0, 0, 0, 0, 0]"
321,B1-REF,2,1,uclust,1.0:0.8:5,0.07692307692307693,0.5384615384615384,0.15384615384615385,0.23076923076923078,"[2, 3, 8, 0, 0, 0, 0, 0]"
322,B1-REF,2,1,uclust,1.0:0.9:1,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
323,B1-REF,2,1,uclust,1.0:0.9:3,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
324,B1-REF,2,1,uclust,1.0:0.9:5,0.0,0.07692307692307693,0.0,0.9230769230769231,"[12, 0, 1, 0, 0, 0, 0, 0]"
325,B1-REF,2,2,rdp,0.0,0.0,0.5882352941176471,0.0,0.4117647058823529,"[0, 7, 10, 0, 0, 0, 0, 0]"
326,B1-REF,2,2,rdp,0.1,0.0,0.5882352941176471,0.0,0.4117647058823529,"[0, 7, 10, 0, 0, 0, 0, 0]"
327,B1-REF,2,2,rdp,0.2,0.0,0.5882352941176471,0.0,0.4117647058823529,"[0, 7, 10, 0, 0, 0, 0, 0]"
328,B1-REF,2,2,rdp,0.3,0.0,0.5882352941176471,0.17647058823529413,0.23529411764705882,"[0, 7, 10, 0, 0, 0, 0, 0]"
329,B1-REF,2,2,rdp,0.4,0.0,0.5882352941176471,0.4117647058823529,0.0,"[0, 7, 10, 0, 0, 0, 0, 0]"
330,B1-REF,2,2,rdp,0.5,0.0,0.47058823529411764,0.5294117647058824,0.0,"[0, 9, 8, 0, 0, 0, 0, 0]"
331,B1-REF,2,2,rdp,0.6,0.058823529411764705,0.35294117647058826,0.5882352941176471,0.0,"[0, 10, 7, 0, 0, 0, 0, 0]"
332,B1-REF,2,2,rdp,0.7,0.17647058823529413,0.23529411764705882,0.5882352941176471,0.0,"[0, 10, 7, 0, 0, 0, 0, 0]"
333,B1-REF,2,2,rdp,0.8,0.23529411764705882,0.17647058823529413,0.5882352941176471,0.0,"[0, 10, 7, 0, 0, 0, 0, 0]"
334,B1-REF,2,2,rdp,0.9,0.35294117647058826,0.0,0.6470588235294118,0.0,"[0, 11, 6, 0, 0, 0, 0, 0]"
335,B1-REF,2,2,rdp,1.0,0.0,0.0,0.7058823529411765,0.29411764705882354,"[5, 12, 0, 0, 0, 0, 0, 0]"
336,B1-REF,2,2,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.7058823529411765,0.0,0.29411764705882354,"[2, 3, 12, 0, 0, 0, 0, 0]"
337,B1-REF,2,2,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.7058823529411765,0.0,0.29411764705882354,"[2, 3, 12, 0, 0, 0, 0, 0]"
338,B1-REF,2,2,sortmerna,0.51:0.8:3:0.8:1.0,0.0,0.7058823529411765,0.0,0.29411764705882354,"[2, 3, 12, 0, 0, 0, 0, 0]"
339,B1-REF,2,2,sortmerna,0.51:0.8:3:0.9:1.0,0.0,0.7058823529411765,0.0,0.29411764705882354,"[2, 3, 12, 0, 0, 0, 0, 0]"
